qpid	goid	ontology	desc	ARGOT_RSscore	ARGOT_RSPPV	ARGOT_RSrank	goclasscount
BJP76_RS01725	0005737	CC	cytoplasm	1.975914483	0.508803611	1	97
BJP76_RS01725	0003985	MF	acetyl-CoA C-acetyltransferase activity	10.78106683	0.781457447	2	97
BJP76_RS01725	0000287	MF	magnesium ion binding	5.517893252	0.645777651	9	97
BJP76_RS01730	0004072	MF	aspartate kinase activity	10.8812315	0.783667054	1	100
BJP76_RS01730	0019877	BP	diaminopimelate biosynthetic process	9.263371129	0.746627623	1	100
BJP76_RS01730	0009088	BP	threonine biosynthetic process	8.894373396	0.737736292	2	98
BJP76_RS01730	0009089	BP	lysine biosynthetic process via diaminopimelate	8.237738498	0.72144521	4	100
BJP76_RS01730	0005524	MF	ATP binding	2.988577676	0.555714547	6	100
BJP76_RS01730	0016310	BP	phosphorylation	4.149416914	0.600474108	17	100
BJP76_RS01735	0004073	MF	aspartate-semialdehyde dehydrogenase activity	11.624815	0.799762056	1	99
BJP76_RS01735	0071266	BP	'de novo' L-methionine biosynthetic process	10.31684307	0.771080119	1	96
BJP76_RS01735	0009088	BP	threonine biosynthetic process	9.074732181	0.74210478	3	99
BJP76_RS01735	0050661	MF	NADP binding	7.283040083	0.696552811	3	99
BJP76_RS01735	0019877	BP	diaminopimelate biosynthetic process	8.982156102	0.739867963	4	96
BJP76_RS01735	0046983	MF	protein dimerization activity	6.914507385	0.686509947	5	99
BJP76_RS01735	0009097	BP	isoleucine biosynthetic process	8.4340755	0.726382287	6	99
BJP76_RS01735	0051287	MF	NAD binding	6.631677834	0.678619683	6	99
BJP76_RS01735	0009089	BP	lysine biosynthetic process via diaminopimelate	8.237713586	0.72144458	8	99
BJP76_RS01745	0016020	CC	membrane	0.738722605	0.42949791	1	99
BJP76_RS01750	0016020	CC	membrane	0.738725075	0.429498118	1	98
BJP76_RS01755	0016301	MF	kinase activity	4.302527799	0.605881616	1	100
BJP76_RS01755	0016310	BP	phosphorylation	4.14937098	0.600472471	1	100
BJP76_RS01755	0016020	CC	membrane	0.73873751	0.429499169	1	100
BJP76_RS01755	0016773	MF	"phosphotransferase activity, alcohol group as acceptor"	0.052809503	0.338067422	7	1
BJP76_RS01755	0140096	MF	"catalytic activity, acting on a protein"	0.038946769	0.333355127	8	1
BJP76_RS01760	0052703	BP	cellular modified histidine biosynthetic process	12.58448883	0.819791527	1	100
BJP76_RS01760	0004357	MF	glutamate-cysteine ligase activity	11.53717198	0.797892314	1	100
BJP76_RS01760	0052698	BP	ergothioneine metabolic process	12.58448883	0.819791527	4	100
BJP76_RS01760	0006578	BP	amino-acid betaine biosynthetic process	11.28784125	0.792533997	5	100
BJP76_RS01760	0005524	MF	ATP binding	2.934150811	0.553418353	5	98
BJP76_RS01760	0006750	BP	glutathione biosynthetic process	10.33273345	0.771439148	7	100
BJP76_RS01760	0000097	BP	sulfur amino acid biosynthetic process	7.541584456	0.703447447	11	100
BJP76_RS01765	0044875	MF	gamma-glutamyl hercynylcysteine sulfoxide synthase activity	13.08126069	0.82985973	1	79
BJP76_RS01765	0052704	BP	ergothioneine biosynthesis from histidine via gamma-glutamyl-hercynylcysteine sulfoxide	12.75864676	0.823343481	1	79
BJP76_RS01765	0004497	MF	monooxygenase activity	6.406047307	0.672203676	3	93
BJP76_RS01765	0005506	MF	iron ion binding	6.123415164	0.664005172	4	93
BJP76_RS01770	0052698	BP	ergothioneine metabolic process	12.58436304	0.819788953	1	99
BJP76_RS01770	0016811	MF	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	7.100633476	0.691614641	1	99
BJP76_RS01770	0052703	BP	cellular modified histidine biosynthetic process	12.58436304	0.819788953	2	99
BJP76_RS01770	0006578	BP	amino-acid betaine biosynthetic process	11.28772842	0.792531559	5	99
BJP76_RS01770	0016740	MF	transferase activity	0.34110518	0.389502914	5	15
BJP76_RS01770	0000097	BP	sulfur amino acid biosynthetic process	7.541509075	0.703445455	8	99
BJP76_RS01770	0006541	BP	glutamine metabolic process	7.132930518	0.692493578	10	99
BJP76_RS01775	0030745	MF	dimethylhistidine N-methyltransferase activity	14.90964433	0.850292322	1	100
BJP76_RS01775	0052698	BP	ergothioneine metabolic process	12.58443697	0.819790466	1	100
BJP76_RS01775	0052703	BP	cellular modified histidine biosynthetic process	12.58443697	0.819790466	2	100
BJP76_RS01775	0008276	MF	protein methyltransferase activity	8.750231217	0.734213067	2	100
BJP76_RS01775	0006578	BP	amino-acid betaine biosynthetic process	11.28779473	0.792532992	5	100
BJP76_RS01775	0000097	BP	sulfur amino acid biosynthetic process	7.541553377	0.703446626	8	100
BJP76_RS01775	0004812	MF	aminoacyl-tRNA ligase activity	0.597337756	0.416921637	9	8
BJP76_RS01775	0032259	BP	methylation	4.92332114	0.626877865	13	100
BJP76_RS01780	1990411	MF	hercynylcysteine sulfoxide lyase activity (ergothioneine-forming)	13.66749968	0.841498326	1	74
BJP76_RS01780	0052698	BP	ergothioneine metabolic process	12.34395137	0.814845097	1	96
BJP76_RS01780	0052703	BP	cellular modified histidine biosynthetic process	12.34395137	0.814845097	2	96
BJP76_RS01780	0006578	BP	amino-acid betaine biosynthetic process	11.07208766	0.787849322	5	96
BJP76_RS01780	0016740	MF	transferase activity	0.273346686	0.380614288	5	12
BJP76_RS01780	0000097	BP	sulfur amino acid biosynthetic process	7.397436087	0.699618271	8	96
BJP76_RS01790	0016874	MF	ligase activity	3.75589704	0.586099587	1	79
BJP76_RS01790	0042398	BP	cellular modified amino acid biosynthetic process	0.216088907	0.372196749	1	3
BJP76_RS01795	0004370	MF	glycerol kinase activity	11.66849534	0.800691284	1	99
BJP76_RS01795	0019563	BP	glycerol catabolic process	10.7135036	0.779961218	1	96
BJP76_RS01795	0006072	BP	glycerol-3-phosphate metabolic process	9.514904918	0.752587398	4	99
BJP76_RS01795	0005524	MF	ATP binding	2.958903337	0.554465245	5	99
BJP76_RS01795	0016310	BP	phosphorylation	4.149425692	0.600474421	16	100
BJP76_RS01805	0016020	CC	membrane	0.738721533	0.429497819	1	99
BJP76_RS01810	0016020	CC	membrane	0.738740121	0.429499389	1	99
BJP76_RS01815	0016020	CC	membrane	0.738742723	0.429499609	1	98
BJP76_RS01820	0016020	CC	membrane	0.738736222	0.42949906	1	50
BJP76_RS01825	0016887	MF	ATP hydrolysis activity	4.536201475	0.61395219	1	100
BJP76_RS01825	0005524	MF	ATP binding	2.988566207	0.555714065	7	100
BJP76_RS01830	0016020	CC	membrane	0.738734809	0.42949894	1	62
BJP76_RS01835	0016020	CC	membrane	0.738734873	0.429498946	1	99
BJP76_RS01840	0016020	CC	membrane	0.73874213	0.429499559	1	99
BJP76_RS01845	0016884	MF	"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"	7.941457512	0.713882192	1	100
BJP76_RS01845	0016740	MF	transferase activity	1.270757778	0.4683809	4	56
BJP76_RS01850	0001514	BP	selenocysteine incorporation	11.90354219	0.805661931	1	100
BJP76_RS01850	0003746	MF	translation elongation factor activity	7.972456699	0.714680028	1	100
BJP76_RS01850	0005737	CC	cytoplasm	2.015257096	0.510825559	1	100
BJP76_RS01850	0003924	MF	GTPase activity	6.656606777	0.679321819	5	100
BJP76_RS01850	0005525	MF	GTP binding	5.965143218	0.659331292	6	100
BJP76_RS01850	0003723	MF	RNA binding	3.585434292	0.579639729	13	100
BJP76_RS01855	0004125	MF	L-seryl-tRNA(Sec) selenium transferase activity	13.3072208	0.834376003	1	100
BJP76_RS01855	0001514	BP	selenocysteine incorporation	11.90350482	0.805661145	1	100
BJP76_RS01855	0005737	CC	cytoplasm	2.01525077	0.510825235	1	100
BJP76_RS01865	0004756	MF	"selenide, water dikinase activity"	12.89760582	0.826160199	1	98
BJP76_RS01865	0016260	BP	selenocysteine biosynthetic process	10.99579314	0.786181824	1	98
BJP76_RS01865	0000287	MF	magnesium ion binding	5.572428617	0.647459005	3	98
BJP76_RS01865	0005524	MF	ATP binding	2.988567538	0.555714121	6	99
BJP76_RS01865	0016310	BP	phosphorylation	4.149402838	0.600473606	10	99
BJP76_RS01870	0051536	MF	iron-sulfur cluster binding	5.297721301	0.638903636	1	99
BJP76_RS01870	0016491	MF	oxidoreductase activity	2.916168875	0.552655046	3	99
BJP76_RS01870	0046872	MF	metal ion binding	2.506055067	0.534559216	4	99
BJP76_RS01875	0043546	MF	molybdopterin cofactor binding	9.819011842	0.759688593	1	99
BJP76_RS01875	0045333	BP	cellular respiration	0.094120761	0.349246064	1	2
BJP76_RS01875	0016491	MF	oxidoreductase activity	2.916231339	0.552657702	2	99
BJP76_RS01875	0046872	MF	metal ion binding	2.506108746	0.534561678	3	99
BJP76_RS01875	0022900	BP	electron transport chain	0.087087528	0.347549386	3	2
BJP76_RS01875	0051536	MF	iron-sulfur cluster binding	0.306204845	0.385047551	12	6
BJP76_RS01890	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	6.81555006	0.683767955	1	100
BJP76_RS01890	0052749	MF	glucose-6-phosphate dehydrogenase (coenzyme F420) activity	0.171463045	0.364824556	4	1
BJP76_RS01895	0006541	BP	glutamine metabolic process	5.481935139	0.644664495	1	23
BJP76_RS01895	0016740	MF	transferase activity	1.619385342	0.489474365	1	21
BJP76_RS01895	0008233	MF	peptidase activity	1.045834051	0.453190273	2	7
BJP76_RS01895	0016798	MF	"hydrolase activity, acting on glycosyl bonds"	0.20921821	0.371115028	6	1
BJP76_RS01895	0006508	BP	proteolysis	0.986800805	0.448938555	11	7
BJP76_RS01900	0008757	MF	S-adenosylmethionine-dependent methyltransferase activity	5.44547065	0.643531928	1	100
BJP76_RS01900	0032259	BP	methylation	4.923289285	0.626876822	1	100
BJP76_RS01900	0043412	BP	macromolecule modification	4.817334164	0.62339115	2	99
BJP76_RS01900	0006807	BP	nitrogen compound metabolic process	1.108680507	0.457586741	4	99
BJP76_RS01900	0003676	MF	nucleic acid binding	2.174887665	0.518833705	5	99
BJP76_RS01900	0044238	BP	primary metabolic process	0.974195044	0.448014316	5	99
BJP76_RS01910	0036424	MF	L-phosphoserine phosphatase activity	3.266866843	0.567141392	1	4
BJP76_RS01910	0006355	BP	regulation of DNA-templated transcription	2.085406273	0.514382388	1	10
BJP76_RS01910	0017018	MF	myosin phosphatase activity	0.780016274	0.432938506	5	1
BJP76_RS01910	0016301	MF	kinase activity	0.251680043	0.377543534	11	1
BJP76_RS01910	0016310	BP	phosphorylation	0.242721004	0.376235283	17	1
BJP76_RS01915	0017018	MF	myosin phosphatase activity	10.49520583	0.77509435	1	1
BJP76_RS01920	0004674	MF	protein serine/threonine kinase activity	5.619002413	0.648888397	1	71
BJP76_RS01920	0016310	BP	phosphorylation	3.681019419	0.583280473	1	80
BJP76_RS01920	0005524	MF	ATP binding	0.537332336	0.411135892	9	16
BJP76_RS01935	0043856	MF	anti-sigma factor antagonist activity	11.58240641	0.798858211	1	100
BJP76_RS01935	0045893	BP	positive regulation of DNA-templated transcription	7.92454746	0.713446316	1	100
BJP76_RS01945	0016787	MF	hydrolase activity	2.25671098	0.52282457	1	85
BJP76_RS01950	0016020	CC	membrane	0.738704714	0.429496398	1	98
BJP76_RS01960	0009307	BP	DNA restriction-modification system	8.810435423	0.735688123	1	100
BJP76_RS01960	0004519	MF	endonuclease activity	5.852842891	0.655977271	1	100
BJP76_RS01960	0016020	CC	membrane	0.689815382	0.425296042	1	93
BJP76_RS01960	0003677	MF	DNA binding	3.165756392	0.563048154	4	100
BJP76_RS01965	0016301	MF	kinase activity	4.190494542	0.601934527	1	96
BJP76_RS01965	0016310	BP	phosphorylation	4.041325764	0.596596271	1	96
BJP76_RS01965	0003723	MF	RNA binding	3.585362571	0.579636979	2	100
BJP76_RS01965	0005524	MF	ATP binding	2.910726064	0.552423544	4	96
BJP76_RS01970	0046872	MF	metal ion binding	2.506001816	0.534556774	1	70
BJP76_RS01980	0019450	BP	L-cysteine catabolic process to pyruvate	13.99445334	0.844765459	1	98
BJP76_RS01980	0030170	MF	pyridoxal phosphate binding	6.370189447	0.671173681	1	96
BJP76_RS01980	0005737	CC	cytoplasm	1.974730991	0.508742477	1	96
BJP76_RS01980	0016829	MF	lyase activity	4.620182327	0.616801728	4	96
BJP76_RS01980	0005886	CC	plasma membrane	0.026712974	0.328431639	5	1
BJP76_RS01980	0004124	MF	cysteine synthase activity	0.483213447	0.405633683	12	4
BJP76_RS01980	0044249	BP	cellular biosynthetic process	1.532474299	0.484447648	32	98
BJP76_RS01980	0044283	BP	small molecule biosynthetic process	0.201762151	0.369920852	48	5
BJP76_RS01980	1901857	BP	positive regulation of cellular respiration	0.17333136	0.365151237	49	1
BJP76_RS01980	0042762	BP	regulation of sulfur metabolic process	0.162430179	0.363219415	50	1
BJP76_RS01980	1901566	BP	organonitrogen compound biosynthetic process	0.121274188	0.355265092	52	5
BJP76_RS01980	0070813	BP	hydrogen sulfide metabolic process	0.109105008	0.352661081	55	1
BJP76_RS01980	0045454	BP	cell redox homeostasis	0.107620618	0.352333704	56	1
BJP76_RS01985	0016020	CC	membrane	0.707652104	0.426845232	1	21
BJP76_RS01985	0016787	MF	hydrolase activity	0.094868914	0.349422758	1	1
BJP76_RS01990	0008955	MF	peptidoglycan glycosyltransferase activity	9.269957028	0.746784692	1	93
BJP76_RS01990	0006508	BP	proteolysis	4.354208313	0.607685062	1	100
BJP76_RS01990	0016020	CC	membrane	0.168531884	0.364308426	1	23
BJP76_RS01990	0008658	MF	penicillin binding	9.220384381	0.745601046	2	100
BJP76_RS01990	0050896	BP	response to stimulus	2.992510437	0.555879651	2	99
BJP76_RS01990	0004180	MF	carboxypeptidase activity	7.926295618	0.713491399	7	100
BJP76_RS01995	0035731	MF	dinitrosyl-iron complex binding	12.33755592	0.814712926	1	100
BJP76_RS01995	0006355	BP	regulation of DNA-templated transcription	3.485869347	0.575795413	1	100
BJP76_RS01995	0005737	CC	cytoplasm	2.015194375	0.510822351	1	100
BJP76_RS01995	0051539	MF	"4 iron, 4 sulfur cluster binding"	6.233607982	0.667223663	2	100
BJP76_RS01995	0003677	MF	DNA binding	3.165731889	0.563047154	5	100
BJP76_RS01995	0046872	MF	metal ion binding	2.506019834	0.5345576	6	100
BJP76_RS02000	0016887	MF	ATP hydrolysis activity	4.536210394	0.613952494	1	98
BJP76_RS02000	0005524	MF	ATP binding	2.988572082	0.555714312	7	98
BJP76_RS02005	0016887	MF	ATP hydrolysis activity	4.536203417	0.613952256	1	100
BJP76_RS02005	0005524	MF	ATP binding	2.988567486	0.555714119	7	100
BJP76_RS02015	0016787	MF	hydrolase activity	2.256718626	0.522824939	1	76
BJP76_RS02020	0006355	BP	regulation of DNA-templated transcription	3.485937584	0.575798066	1	99
BJP76_RS02020	0003677	MF	DNA binding	3.165793859	0.563049683	1	99
BJP76_RS02020	0016301	MF	kinase activity	0.043485225	0.334978718	6	1
BJP76_RS02020	0016310	BP	phosphorylation	0.041937284	0.334434919	17	1
BJP76_RS02025	0016020	CC	membrane	0.738629394	0.429490036	1	27
BJP76_RS02030	0003906	MF	DNA-(apurinic or apyrimidinic site) endonuclease activity	10.28080398	0.77026482	1	100
BJP76_RS02030	0006284	BP	base-excision repair	8.365769093	0.724671242	1	100
BJP76_RS02030	0019104	MF	DNA N-glycosylase activity	8.834581232	0.736278301	3	99
BJP76_RS02030	0051539	MF	"4 iron, 4 sulfur cluster binding"	6.233730758	0.667227233	5	100
BJP76_RS02030	0016835	MF	carbon-oxygen lyase activity	5.784222388	0.653911959	7	92
BJP76_RS02030	0004519	MF	endonuclease activity	5.558200435	0.647021139	8	95
BJP76_RS02030	0003677	MF	DNA binding	3.165794241	0.563049698	16	100
BJP76_RS02030	0046872	MF	metal ion binding	2.506069192	0.534559864	17	100
BJP76_RS02035	0017004	BP	cytochrome complex assembly	8.012904568	0.715718719	1	95
BJP76_RS02035	0016491	MF	oxidoreductase activity	2.916173269	0.552655233	1	99
BJP76_RS02035	0016020	CC	membrane	0.259506396	0.37866745	1	32
BJP76_RS02035	0016209	MF	antioxidant activity	0.281930607	0.381797045	3	4
BJP76_RS02035	0098869	BP	cellular oxidant detoxification	0.266935498	0.379718743	9	4
BJP76_RS02040	0010945	MF	CoA pyrophosphatase activity	12.00503348	0.807793034	1	98
BJP76_RS02040	0009132	BP	nucleoside diphosphate metabolic process	3.224611943	0.56543861	1	33
BJP76_RS02040	0005886	CC	plasma membrane	0.024416141	0.327388466	1	1
BJP76_RS02040	0030145	MF	manganese ion binding	2.775771759	0.546612602	5	33
BJP76_RS02040	0000287	MF	magnesium ion binding	1.809772977	0.50003437	7	33
BJP76_RS02045	0009403	BP	toxin biosynthetic process	10.936095	0.784873019	1	100
BJP76_RS02045	0004252	MF	serine-type endopeptidase activity	6.966420054	0.687940542	1	100
BJP76_RS02045	0016020	CC	membrane	0.738745121	0.429499811	1	100
BJP76_RS02045	0006508	BP	proteolysis	4.354179857	0.607684072	5	100
BJP76_RS02050	0016787	MF	hydrolase activity	2.186757681	0.519417255	1	97
BJP76_RS02055	0016020	CC	membrane	0.738732371	0.429498734	1	99
BJP76_RS02060	0008233	MF	peptidase activity	4.614162642	0.616598342	1	18
BJP76_RS02060	0006508	BP	proteolysis	4.353711189	0.607667766	1	18
BJP76_RS02075	0043190	CC	ATP-binding cassette (ABC) transporter complex	6.487736048	0.674539423	1	98
BJP76_RS02075	0055085	BP	transmembrane transport	2.760529029	0.545947474	1	98
BJP76_RS02075	1904680	MF	peptide transmembrane transporter activity	0.104146836	0.351558638	1	1
BJP76_RS02075	0042597	CC	periplasmic space	6.380210098	0.671461809	3	98
BJP76_RS02075	0015833	BP	peptide transport	0.080449321	0.345883932	6	1
BJP76_RS02075	0009274	CC	peptidoglycan-based cell wall	0.106628755	0.352113693	12	1
BJP76_RS02075	0030313	CC	cell envelope	0.058414515	0.339793526	16	1
BJP76_RS02080	0055085	BP	transmembrane transport	2.760510472	0.545946664	1	100
BJP76_RS02080	0005886	CC	plasma membrane	2.673776901	0.542126505	1	100
BJP76_RS02085	0055085	BP	transmembrane transport	2.760507193	0.54594652	1	100
BJP76_RS02085	0005886	CC	plasma membrane	2.673773725	0.542126364	1	100
BJP76_RS02095	0016829	MF	lyase activity	4.711943687	0.619885814	1	3
BJP76_RS02100	0016787	MF	hydrolase activity	0.781170341	0.433033338	1	34
BJP76_RS02100	0016020	CC	membrane	0.738741349	0.429499493	1	99
BJP76_RS02115	0005886	CC	plasma membrane	2.649437088	0.541043369	1	98
BJP76_RS02125	0016020	CC	membrane	0.738667188	0.429493228	1	74
BJP76_RS02145	0004386	MF	helicase activity	6.217570544	0.666757024	1	97
BJP76_RS02145	0005524	MF	ATP binding	2.958622811	0.554453405	4	99
BJP76_RS02145	0003676	MF	nucleic acid binding	2.172599827	0.518721048	16	99
BJP76_RS02160	0003917	MF	"DNA topoisomerase type I (single strand cut, ATP-independent) activity"	10.32641727	0.771296473	1	99
BJP76_RS02160	0006265	BP	DNA topological change	8.273675423	0.722353241	1	99
BJP76_RS02160	0003677	MF	DNA binding	3.165844826	0.563051762	6	99
BJP76_RS02160	0046872	MF	metal ion binding	2.506109236	0.5345617	7	99
BJP76_RS02165	0004016	MF	adenylate cyclase activity	9.960485961	0.76295465	1	99
BJP76_RS02165	0009190	BP	cyclic nucleotide biosynthetic process	9.24177836	0.746112259	1	99
BJP76_RS02165	0016020	CC	membrane	0.738746874	0.42949996	1	99
BJP76_RS02165	0035556	BP	intracellular signal transduction	4.764561733	0.62164076	5	99
BJP76_RS02170	0008408	MF	3'-5' exonuclease activity	8.030982575	0.71618211	1	98
BJP76_RS02170	0071897	BP	DNA biosynthetic process	6.298648134	0.669110003	1	98
BJP76_RS02170	0009360	CC	DNA polymerase III complex	4.998212662	0.629319034	1	53
BJP76_RS02170	0003887	MF	DNA-directed DNA polymerase activity	7.759397077	0.709164682	2	98
BJP76_RS02170	0006260	BP	DNA replication	5.87490562	0.656638731	2	98
BJP76_RS02170	0016887	MF	ATP hydrolysis activity	4.446495207	0.610879092	8	98
BJP76_RS02170	0005829	CC	cytosol	0.065807167	0.341948022	8	1
BJP76_RS02170	0003677	MF	DNA binding	2.97995292	0.555352083	17	94
BJP76_RS02185	0003978	MF	UDP-glucose 4-epimerase activity	6.548387023	0.676264134	1	4
BJP76_RS02185	0008460	MF	"dTDP-glucose 4,6-dehydratase activity"	1.618220903	0.489407921	5	1
BJP76_RS02185	0016491	MF	oxidoreductase activity	0.812391476	0.43557277	8	2
BJP76_RS02190	0016020	CC	membrane	0.731385813	0.428876634	1	97
BJP76_RS02190	0051301	BP	cell division	0.061004333	0.340563028	1	1
BJP76_RS02195	0016740	MF	transferase activity	2.288680882	0.524364177	1	94
BJP76_RS02200	0016020	CC	membrane	0.738744688	0.429499775	1	100
BJP76_RS02200	0071944	CC	cell periphery	0.023797014	0.32709896	4	1
BJP76_RS02205	0016020	CC	membrane	0.738742459	0.429499587	1	99
BJP76_RS02210	0004427	MF	inorganic diphosphate phosphatase activity	10.71689339	0.780036399	1	100
BJP76_RS02210	0006796	BP	phosphate-containing compound metabolic process	3.167974399	0.563138641	1	100
BJP76_RS02210	0005737	CC	cytoplasm	2.015219309	0.510823626	1	100
BJP76_RS02210	0000287	MF	magnesium ion binding	5.627655003	0.6491533	2	100
BJP76_RS02215	0004185	MF	serine-type carboxypeptidase activity	9.277242483	0.74695838	1	100
BJP76_RS02215	0006508	BP	proteolysis	4.35418487	0.607684247	1	100
BJP76_RS02215	0016020	CC	membrane	0.006980114	0.316831036	1	1
BJP76_RS02220	0016787	MF	hydrolase activity	2.256733017	0.522825635	1	77
BJP76_RS02220	0006508	BP	proteolysis	0.117500055	0.354472064	1	2
BJP76_RS02220	0140096	MF	"catalytic activity, acting on a protein"	0.186956529	0.367482258	5	4
BJP76_RS02225	0006400	BP	tRNA modification	6.417668363	0.672536864	1	99
BJP76_RS02225	0016879	MF	"ligase activity, forming carbon-nitrogen bonds"	6.154654445	0.664920524	1	99
BJP76_RS02225	0005737	CC	cytoplasm	1.994565786	0.509764649	1	99
BJP76_RS02225	0005524	MF	ATP binding	2.957898035	0.554422811	3	99
BJP76_RS02230	0004422	MF	hypoxanthine phosphoribosyltransferase activity	11.74038072	0.80221675	1	99
BJP76_RS02230	0032264	BP	IMP salvage	11.09346881	0.788315598	1	97
BJP76_RS02230	0005737	CC	cytoplasm	1.974159951	0.508712973	1	98
BJP76_RS02230	0052657	MF	guanine phosphoribosyltransferase activity	11.30576879	0.792921236	2	93
BJP76_RS02230	0006166	BP	purine ribonucleoside salvage	9.804680634	0.759356435	2	99
BJP76_RS02230	0046872	MF	metal ion binding	2.45499097	0.532205325	6	98
BJP76_RS02230	0000166	MF	nucleotide binding	2.401946284	0.529734063	8	98
BJP76_RS02230	0032263	BP	GMP salvage	0.142989728	0.359605903	74	1
BJP76_RS02235	0016301	MF	kinase activity	4.297192228	0.60569481	1	2
BJP76_RS02235	0016310	BP	phosphorylation	4.144225339	0.60028902	1	2
BJP76_RS02250	0004519	MF	endonuclease activity	5.852517539	0.655967507	1	12
BJP76_RS02255	0046526	MF	D-xylulose reductase activity	9.412645151	0.7501741	1	1
BJP76_RS02255	0016020	CC	membrane	0.363137666	0.392198834	1	1
BJP76_RS02260	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	6.815568838	0.683768477	1	100
BJP76_RS02260	0004497	MF	monooxygenase activity	5.322972734	0.639699175	2	80
BJP76_RS02265	0016787	MF	hydrolase activity	2.004493424	0.510274354	1	89
BJP76_RS02265	0098869	BP	cellular oxidant detoxification	0.075999647	0.344728785	1	1
BJP76_RS02265	0016691	MF	chloride peroxidase activity	0.175077234	0.36545492	6	1
BJP76_RS02265	0051213	MF	dioxygenase activity	0.077078162	0.345011809	13	1
BJP76_RS02270	0051213	MF	dioxygenase activity	7.612788008	0.705325404	1	85
BJP76_RS02275	0004176	MF	ATP-dependent peptidase activity	8.914888502	0.738235409	1	99
BJP76_RS02275	0030163	BP	protein catabolic process	7.253472878	0.695756593	1	97
BJP76_RS02275	0005886	CC	plasma membrane	2.592588417	0.538494023	1	97
BJP76_RS02275	0004222	MF	metalloendopeptidase activity	7.395218246	0.699559066	2	99
BJP76_RS02275	0006508	BP	proteolysis	4.310306346	0.606153746	4	99
BJP76_RS02275	0008270	MF	zinc ion binding	5.044230272	0.630809964	5	99
BJP76_RS02275	0051301	BP	cell division	4.290648609	0.60546555	5	70
BJP76_RS02275	0016887	MF	ATP hydrolysis activity	4.490507667	0.612390677	7	99
BJP76_RS02275	0005524	MF	ATP binding	2.958461951	0.554446615	15	99
BJP76_RS02280	0003934	MF	GTP cyclohydrolase I activity	11.40432038	0.795044514	1	99
BJP76_RS02280	0035998	BP	"7,8-dihydroneopterin 3'-triphosphate biosynthetic process"	11.08674104	0.788168929	1	98
BJP76_RS02280	0005737	CC	cytoplasm	0.019368831	0.324907767	1	1
BJP76_RS02280	0046654	BP	tetrahydrofolate biosynthetic process	9.128695359	0.743403373	3	99
BJP76_RS02280	0005525	MF	GTP binding	5.833453135	0.655394918	6	97
BJP76_RS02280	0006730	BP	one-carbon metabolic process	8.015762437	0.715792009	7	99
BJP76_RS02280	0008270	MF	zinc ion binding	5.095508397	0.63246334	9	99
BJP76_RS02280	0006729	BP	tetrahydrobiopterin biosynthetic process	0.110135678	0.352887082	35	1
BJP76_RS02285	0004156	MF	dihydropteroate synthase activity	11.28373535	0.792445265	1	99
BJP76_RS02285	0009396	BP	folic acid-containing compound biosynthetic process	8.332999514	0.7238479	1	99
BJP76_RS02285	0046872	MF	metal ion binding	0.607137043	0.417838387	5	24
BJP76_RS02285	0004150	MF	dihydroneopterin aldolase activity	0.115675624	0.354084145	9	1
BJP76_RS02285	0046655	BP	folic acid metabolic process	2.452439428	0.532087068	11	25
BJP76_RS02285	0046653	BP	tetrahydrofolate metabolic process	1.881442967	0.503864599	18	23
BJP76_RS02285	0043650	BP	dicarboxylic acid biosynthetic process	1.818667562	0.500513792	19	25
BJP76_RS02285	0042364	BP	water-soluble vitamin biosynthetic process	1.541098296	0.484952703	23	25
BJP76_RS02285	0043604	BP	amide biosynthetic process	0.817892993	0.436015158	39	25
BJP76_RS02290	0004150	MF	dihydroneopterin aldolase activity	11.76644895	0.802768784	1	100
BJP76_RS02290	0046656	BP	folic acid biosynthetic process	9.737259199	0.757790526	1	100
BJP76_RS02290	0046654	BP	tetrahydrofolate biosynthetic process	9.128570668	0.743400377	3	100
BJP76_RS02295	0003848	MF	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	11.49673203	0.797027189	1	100
BJP76_RS02295	0046656	BP	folic acid biosynthetic process	9.737355043	0.757792756	1	100
BJP76_RS02295	0046654	BP	tetrahydrofolate biosynthetic process	9.044248211	0.741369494	3	99
BJP76_RS02295	0016301	MF	kinase activity	4.302500136	0.605880648	3	100
BJP76_RS02295	0005524	MF	ATP binding	2.988525378	0.55571235	5	100
BJP76_RS02295	0016310	BP	phosphorylation	4.149344302	0.60047152	19	100
BJP76_RS02300	0016020	CC	membrane	0.738731026	0.429498621	1	98
BJP76_RS02305	0016020	CC	membrane	0.738742456	0.429499586	1	95
BJP76_RS02315	0004592	MF	pantoate-beta-alanine ligase activity	11.75289351	0.802481804	1	99
BJP76_RS02315	0015940	BP	pantothenate biosynthetic process	9.451749972	0.751098502	1	99
BJP76_RS02315	0005737	CC	cytoplasm	1.996734959	0.509876127	1	99
BJP76_RS02315	0005524	MF	ATP binding	2.961114872	0.554558567	5	99
BJP76_RS02315	0030145	MF	manganese ion binding	0.079267151	0.345580221	22	1
BJP76_RS02315	0000287	MF	magnesium ion binding	0.05168132	0.337709079	23	1
